time, timemax, Amax, beta0, beta1, beta2, beta3, beta4, beta5
2016-11-21 00:00:00, 2016-11-21T17:37:00.000000000, -29.649, 1023.303, 1.278, 71.289, 81.843, 81.404, 52.514
2016-11-22 00:00:00, 2016-11-22T19:24:00.000000000, -21.780, 1023.282, 1.279, 73.535, 80.094, 76.492, 51.507
2016-11-23 00:00:00, 2016-11-23T08:00:00.000000000, -22.388, 1023.249, 1.278, 71.812, 81.890, 76.128, 47.399
2016-11-24 00:00:00, 2016-11-24T20:30:00.000000000, -15.855, 1023.242, 1.278, 70.326, 78.919, 78.213, 46.971
2016-11-25 00:00:00, 2016-11-25T20:47:00.000000000, -13.057, 1023.273, 1.278, 67.267, 81.621, 81.404, 51.458
2016-11-26 00:00:00, 2016-11-26T14:09:00.000000000, -14.065, 1023.322, 1.278, 63.715, 89.205, 84.487, 57.232
2016-11-27 00:00:00, 2016-11-27T18:56:00.000000000, 22.110, 1023.350, 1.276, 63.783, 90.247, 85.033, 61.172
2016-11-28 00:00:00, 2016-11-28T10:30:00.000000000, 23.458, 1023.356, 1.278, 64.699, 83.151, 88.616, 62.279
2016-11-29 00:00:00, 2016-11-29T16:58:00.000000000, -27.829, 1023.348, 1.279, 66.327, 74.035, 88.274, 63.671
2016-11-30 00:00:00, 2016-11-30T16:19:00.000000000, -26.812, 1023.344, 1.279, 66.842, 74.467, 88.829, 61.135
2016-12-01 00:00:00, 2016-12-01T10:48:00.000000000, 32.620, 1023.347, 1.279, 68.738, 75.691, 88.468, 59.827
2016-12-02 00:00:00, 2016-12-02T17:55:00.000000000, -31.344, 1023.336, 1.280, 72.150, 75.952, 86.916, 61.166
2016-12-03 00:00:00, 2016-12-03T16:56:00.000000000, -32.706, 1023.339, 1.279, 74.494, 72.308, 85.061, 63.388
2016-12-04 00:00:00, 2016-12-04T16:47:00.000000000, -38.562, 1023.370, 1.280, 75.330, 70.402, 87.859, 66.279
2016-12-05 00:00:00, 2016-12-05T17:39:00.000000000, -34.902, 1023.372, 1.279, 75.961, 74.943, 87.478, 67.269
2016-12-06 00:00:00, 2016-12-06T17:55:00.000000000, -41.714, 1023.380, 1.279, 76.858, 75.028, 85.987, 65.128
2016-12-07 00:00:00, 2016-12-07T18:42:00.000000000, -32.301, 1023.402, 1.280, 76.610, 67.188, 88.938, 65.776
2016-12-08 00:00:00, 2016-12-08T19:53:00.000000000, -30.760, 1023.403, 1.280, 70.855, 58.264, 98.329, 62.620
2016-12-09 00:00:00, 2016-12-09T20:31:00.000000000, -24.818, 1023.408, 1.279, 69.854, 54.935, 100.182, 60.243
2016-12-10 00:00:00, 2016-12-10T21:35:00.000000000, -22.463, 1023.429, 1.281, 71.206, 60.968, 97.756, 64.731
2016-12-11 00:00:00, 2016-12-11T07:50:00.000000000, 22.776, 1023.422, 1.280, 69.054, 61.768, 97.995, 66.134
2016-12-12 00:00:00, 2016-12-12T12:03:00.000000000, -17.847, 1023.419, 1.280, 65.792, 60.376, 100.579, 65.281
2016-12-13 00:00:00, 2016-12-13T08:44:00.000000000, 22.995, 1023.402, 1.279, 63.363, 58.499, 101.427, 65.030
2016-12-14 00:00:00, 2016-12-14T09:47:00.000000000, 23.634, 1023.395, 1.280, 61.853, 54.614, 102.258, 63.204
2016-12-15 00:00:00, 2016-12-15T10:11:00.000000000, 29.081, 1023.379, 1.280, 61.180, 54.112, 101.655, 62.385
2016-12-16 00:00:00, 2016-12-16T15:51:00.000000000, -37.230, 1023.384, 1.282, 62.216, 56.356, 100.817, 63.775
2016-12-17 00:00:00, 2016-12-17T17:12:00.000000000, -36.275, 1023.397, 1.281, 65.215, 60.520, 97.405, 64.316
2016-12-18 00:00:00, 2016-12-18T17:11:00.000000000, -40.267, 1023.403, 1.281, 66.088, 58.287, 97.251, 61.598
2016-12-19 00:00:00, 2016-12-19T18:11:00.000000000, -38.747, 1023.410, 1.281, 66.009, 55.463, 97.991, 58.287
2016-12-20 00:00:00, 2016-12-20T19:04:00.000000000, -35.207, 1023.430, 1.280, 68.836, 59.122, 93.147, 61.857
2016-12-21 00:00:00, 2016-12-21T14:55:00.000000000, 32.063, 1023.436, 1.280, 70.801, 62.598, 90.875, 62.833
2016-12-22 00:00:00, 2016-12-22T12:52:00.000000000, 28.772, 1023.423, 1.279, 71.737, 58.652, 95.072, 59.500
2016-12-23 00:00:00, 2016-12-23T01:51:00.000000000, 20.777, 1023.387, 1.279, 74.850, 65.222, 95.141, 59.554
2016-12-24 00:00:00, 2016-12-24T14:45:00.000000000, -16.292, 1023.390, 1.278, 74.812, 74.892, 94.629, 58.094
2016-12-25 00:00:00, 2016-12-25T08:49:00.000000000, 13.357, 1023.415, 1.278, 73.949, 81.273, 90.946, 58.824
2016-12-26 00:00:00, 2016-12-26T06:00:00.000000000, -13.650, 1023.448, 1.279, 74.453, 81.541, 89.599, 58.969
2016-12-27 00:00:00, 2016-12-27T15:12:00.000000000, -14.899, 1023.465, 1.278, 73.456, 76.922, 91.592, 60.343
2016-12-28 00:00:00, 2016-12-28T16:03:00.000000000, -16.249, 1023.458, 1.279, 71.021, 71.314, 90.863, 60.705
2016-12-29 00:00:00, 2016-12-29T16:25:00.000000000, -19.787, 1023.479, 1.278, 70.121, 65.362, 91.019, 61.202
2016-12-30 00:00:00, 2016-12-30T15:56:00.000000000, -23.270, 1023.500, 1.278, 69.950, 59.650, 92.083, 62.394
2016-12-31 00:00:00, 2016-12-31T17:16:00.000000000, -26.328, 1023.522, 1.278, 66.421, 57.558, 94.065, 63.484
2017-01-01 00:00:00, 2017-01-01T05:12:00.000000000, -28.204, 1023.521, 1.278, 63.023, 56.959, 93.491, 62.743
2017-01-02 00:00:00, 2017-01-02T05:11:00.000000000, -26.976, 1023.537, 1.280, 64.796, 60.749, 89.077, 65.577
2017-01-03 00:00:00, 2017-01-03T05:03:00.000000000, -30.604, 1023.546, 1.279, 68.111, 58.838, 85.855, 67.534
2017-01-04 00:00:00, 2017-01-04T05:13:00.000000000, -27.472, 1023.547, 1.279, 67.241, 57.154, 86.604, 66.926
2017-01-05 00:00:00, 2017-01-05T18:37:00.000000000, -20.109, 1023.548, 1.279, 69.332, 62.050, 85.245, 66.869
2017-01-06 00:00:00, 2017-01-06T21:08:00.000000000, -18.532, 1023.531, 1.278, 71.339, 64.678, 85.024, 68.776
2017-01-07 00:00:00, 2017-01-07T21:55:00.000000000, -19.791, 1023.522, 1.278, 70.635, 65.284, 83.604, 69.792
2017-01-08 00:00:00, 2017-01-08T22:52:00.000000000, -13.354, 1023.535, 1.278, 70.096, 63.592, 83.908, 70.436
2017-01-09 00:00:00, 2017-01-09T16:47:00.000000000, 11.439, 1023.538, 1.277, 73.118, 61.306, 81.502, 71.836
2017-01-10 00:00:00, 2017-01-10T17:58:00.000000000, 11.653, 1023.520, 1.278, 71.860, 64.074, 80.601, 72.519
2017-01-11 00:00:00, 2017-01-11T15:06:00.000000000, -12.919, 1023.500, 1.279, 68.857, 65.314, 81.269, 72.422
2017-01-12 00:00:00, 2017-01-12T03:34:00.000000000, -15.356, 1023.473, 1.278, 67.859, 68.119, 80.023, 73.604
2017-01-13 00:00:00, 2017-01-13T05:09:00.000000000, -15.428, 1023.457, 1.276, 68.101, 71.724, 80.034, 73.387
2017-01-14 00:00:00, 2017-01-14T12:38:00.000000000, 17.632, 1023.438, 1.277, 67.106, 73.426, 81.113, 73.064
2017-01-15 00:00:00, 2017-01-15T03:52:00.000000000, 19.145, 1023.415, 1.278, 67.063, 76.409, 82.538, 73.646
2017-01-16 00:00:00, 2017-01-16T04:33:00.000000000, 22.825, 1023.415, 1.278, 67.466, 78.852, 82.830, 72.285
2017-01-17 00:00:00, 2017-01-17T05:05:00.000000000, 26.298, 1023.405, 1.278, 66.442, 79.691, 83.954, 70.209
2017-01-18 00:00:00, 2017-01-18T05:29:00.000000000, 27.465, 1023.414, 1.278, 66.408, 78.435, 86.001, 67.123
2017-01-19 00:00:00, 2017-01-19T05:51:00.000000000, 21.355, 1023.405, 1.277, 65.861, 80.944, 86.430, 66.480
2017-01-20 00:00:00, 2017-01-20T14:01:00.000000000, 15.295, 1023.383, 1.276, 65.126, 86.285, 84.782, 66.138
2017-01-21 00:00:00, 2017-01-21T14:07:00.000000000, 16.421, 1023.369, 1.277, 66.690, 85.433, 81.879, 63.801
2017-01-22 00:00:00, 2017-01-22T15:04:00.000000000, 13.827, 1023.382, 1.277, 68.181, 83.512, 80.813, 63.727
2017-01-23 00:00:00, 2017-01-23T09:03:00.000000000, -13.306, 1023.386, 1.277, 69.991, 79.189, 75.943, 64.134
2017-01-24 00:00:00, 2017-01-24T11:02:00.000000000, -15.231, 1023.417, 1.278, 70.844, 68.265, 73.878, 65.755
2017-01-25 00:00:00, 2017-01-25T19:55:00.000000000, 13.803, 1023.434, 1.277, 69.094, 69.426, 74.556, 65.797
2017-01-26 00:00:00, 2017-01-26T09:42:00.000000000, 18.642, 1023.416, 1.277, 66.721, 74.344, 76.982, 68.517
2017-01-27 00:00:00, 2017-01-27T21:46:00.000000000, 16.977, 1023.357, 1.276, 63.420, 84.301, 77.263, 68.838
2017-01-28 00:00:00, 2017-01-28T16:38:00.000000000, -18.994, 1023.324, 1.275, 61.070, 89.041, 77.320, 68.808
2017-01-29 00:00:00, 2017-01-29T11:07:00.000000000, 17.988, 1023.350, 1.276, 60.598, 90.304, 79.144, 69.480
2017-01-30 00:00:00, 2017-01-30T06:18:00.000000000, -18.694, 1023.376, 1.275, 59.733, 91.502, 81.282, 71.418
2017-01-31 00:00:00, 2017-01-31T13:22:00.000000000, 21.344, 1023.391, 1.277, 60.462, 89.683, 82.783, 72.871
2017-02-01 00:00:00, 2017-02-01T13:32:00.000000000, 20.431, 1023.423, 1.277, 62.355, 86.108, 84.047, 72.043
2017-02-02 00:00:00, 2017-02-02T16:41:00.000000000, -23.853, 1023.440, 1.277, 65.421, 85.426, 85.276, 71.559
2017-02-03 00:00:00, 2017-02-03T17:29:00.000000000, -36.384, 1023.462, 1.278, 66.966, 86.263, 86.288, 70.116
2017-02-04 00:00:00, 2017-02-04T17:53:00.000000000, -30.962, 1023.487, 1.279, 66.497, 77.573, 87.161, 69.577
2017-02-05 00:00:00, 2017-02-05T19:28:00.000000000, -28.345, 1023.555, 1.280, 65.950, 72.536, 86.054, 68.322
2017-02-06 00:00:00, 2017-02-06T20:51:00.000000000, -22.567, 1023.570, 1.280, 65.972, 76.047, 85.016, 67.954
2017-02-07 00:00:00, 2017-02-07T23:17:00.000000000, -23.698, 1023.561, 1.280, 66.152, 79.271, 83.428, 68.284
2017-02-08 00:00:00, 2017-02-08T00:02:00.000000000, -18.929, 1023.534, 1.279, 64.887, 79.625, 81.889, 69.696
2017-02-09 00:00:00, 2017-02-09T15:52:00.000000000, -11.855, 1023.536, 1.278, 62.411, 79.257, 80.904, 70.571
2017-02-10 00:00:00, 2017-02-10T14:57:00.000000000, -16.133, 1023.543, 1.278, 60.744, 75.767, 81.633, 72.014
2017-02-11 00:00:00, 2017-02-11T15:31:00.000000000, -18.927, 1023.540, 1.280, 60.852, 72.082, 81.205, 74.661
2017-02-12 00:00:00, 2017-02-12T16:04:00.000000000, -36.856, 1023.563, 1.278, 58.923, 72.001, 80.092, 74.778
2017-02-13 00:00:00, 2017-02-13T16:09:00.000000000, -38.331, 1023.560, 1.280, 57.889, 75.345, 79.130, 74.785
2017-02-14 00:00:00, 2017-02-14T17:43:00.000000000, -41.268, 1023.545, 1.279, 59.345, 76.825, 79.513, 75.279
2017-02-15 00:00:00, 2017-02-15T17:36:00.000000000, -38.316, 1023.537, 1.279, 63.067, 79.900, 79.936, 74.472
2017-02-16 00:00:00, 2017-02-16T06:59:00.000000000, -33.818, 1023.500, 1.278, 63.510, 86.297, 80.183, 71.317
2017-02-17 00:00:00, 2017-02-17T17:54:00.000000000, -28.181, 1023.487, 1.278, 64.756, 87.765, 79.712, 70.227
2017-02-18 00:00:00, 2017-02-18T18:21:00.000000000, -24.071, 1023.504, 1.279, 66.006, 85.504, 80.349, 69.311
2017-02-19 00:00:00, 2017-02-19T19:05:00.000000000, -23.692, 1023.526, 1.279, 67.805, 82.258, 80.650, 68.474
2017-02-20 00:00:00, 2017-02-20T19:27:00.000000000, -26.574, 1023.521, 1.279, 69.349, 82.230, 82.524, 69.782
2017-02-21 00:00:00, 2017-02-21T20:21:00.000000000, -19.194, 1023.498, 1.279, 67.465, 84.440, 83.131, 68.619
2017-02-22 00:00:00, 2017-02-22T04:17:00.000000000, 9.884, 1023.497, 1.278, 66.646, 85.085, 82.630, 68.055
2017-02-23 00:00:00, 2017-02-23T23:41:00.000000000, 7.578, 1023.494, 1.278, 65.529, 80.411, 84.740, 68.100
2017-02-24 00:00:00, 2017-02-24T11:20:00.000000000, 11.745, 1023.499, 1.279, 64.799, 79.890, 84.191, 68.667
2017-02-25 00:00:00, 2017-02-25T12:18:00.000000000, 13.927, 1023.502, 1.278, 62.607, 82.329, 85.835, 68.332
2017-02-26 00:00:00, 2017-02-26T17:27:00.000000000, -15.531, 1023.483, 1.278, 62.030, 81.372, 85.335, 67.862
2017-02-27 00:00:00, 2017-02-27T17:33:00.000000000, -19.796, 1023.463, 1.279, 61.116, 78.399, 84.164, 68.866
2017-02-28 00:00:00, 2017-02-28T12:23:00.000000000, 22.986, 1023.467, 1.278, 60.682, 72.959, 84.709, 69.292
2017-03-01 00:00:00, 2017-03-01T12:48:00.000000000, 23.120, 1023.460, 1.278, 60.890, 75.294, 85.251, 69.730
2017-03-02 00:00:00, 2017-03-02T19:25:00.000000000, -25.471, 1023.454, 1.278, 62.109, 77.390, 84.963, 70.553
2017-03-03 00:00:00, 2017-03-03T19:00:00.000000000, -26.964, 1023.453, 1.278, 62.054, 73.491, 86.721, 68.076
2017-03-04 00:00:00, 2017-03-04T19:12:00.000000000, -24.866, 1023.471, 1.278, 64.510, 73.481, 86.969, 66.774
2017-03-05 00:00:00, 2017-03-05T19:19:00.000000000, -25.157, 1023.475, 1.279, 66.794, 69.029, 85.925, 64.078
2017-03-06 00:00:00, 2017-03-06T20:43:00.000000000, -16.408, 1023.472, 1.280, 67.852, 64.985, 86.365, 61.689
2017-03-07 00:00:00, 2017-03-07T07:38:00.000000000, -18.996, 1023.480, 1.279, 67.550, 65.435, 87.222, 60.955
2017-03-08 00:00:00, 2017-03-08T18:47:00.000000000, 13.650, 1023.483, 1.279, 66.403, 65.478, 87.803, 63.057
2017-03-09 00:00:00, 2017-03-09T21:22:00.000000000, 16.761, 1023.486, 1.280, 64.125, 62.975, 88.571, 62.059
2017-03-10 00:00:00, 2017-03-10T21:49:00.000000000, 19.967, 1023.495, 1.280, 63.861, 61.491, 87.989, 62.718
2017-03-11 00:00:00, 2017-03-11T15:28:00.000000000, -21.073, 1023.508, 1.279, 61.934, 62.866, 88.956, 64.097
2017-03-12 00:00:00, 2017-03-12T16:41:00.000000000, -25.314, 1023.527, 1.280, 60.155, 64.000, 88.190, 67.324
2017-03-13 00:00:00, 2017-03-13T16:36:00.000000000, -29.497, 1023.534, 1.279, 59.433, 66.638, 86.814, 68.537
2017-03-14 00:00:00, 2017-03-14T16:58:00.000000000, -28.389, 1023.539, 1.280, 58.944, 63.353, 88.666, 68.572
2017-03-15 00:00:00, 2017-03-15T17:08:00.000000000, -35.034, 1023.535, 1.280, 58.033, 61.063, 91.773, 69.563
2017-03-16 00:00:00, 2017-03-16T18:14:00.000000000, -40.677, 1023.539, 1.280, 57.674, 59.289, 90.558, 67.721
2017-03-17 00:00:00, 2017-03-17T06:22:00.000000000, -45.361, 1023.532, 1.280, 59.088, 59.391, 88.822, 65.469
2017-03-18 00:00:00, 2017-03-18T19:15:00.000000000, -41.951, 1023.530, 1.280, 61.786, 63.632, 87.050, 63.480
2017-03-19 00:00:00, 2017-03-19T08:17:00.000000000, -50.185, 1023.510, 1.281, 63.280, 64.837, 86.630, 62.880
2017-03-20 00:00:00, 2017-03-20T08:24:00.000000000, -38.136, 1023.529, 1.280, 63.075, 60.768, 86.830, 60.477
2017-03-21 00:00:00, 2017-03-21T09:47:00.000000000, -29.054, 1023.541, 1.279, 64.416, 57.162, 85.378, 59.803
2017-03-22 00:00:00, 2017-03-22T09:54:00.000000000, -24.275, 1023.548, 1.279, 65.082, 54.788, 83.602, 61.217
2017-03-23 00:00:00, 2017-03-23T10:49:00.000000000, -13.639, 1023.565, 1.278, 66.785, 51.348, 79.622, 63.712
2017-03-24 00:00:00, 2017-03-24T22:29:00.000000000, 12.152, 1023.570, 1.279, 65.774, 51.938, 79.364, 63.462
2017-03-25 00:00:00, 2017-03-25T23:44:00.000000000, 15.253, 1023.562, 1.279, 66.075, 53.272, 80.790, 64.662
2017-03-26 00:00:00, 2017-03-26T15:38:00.000000000, -18.311, 1023.553, 1.280, 62.398, 57.476, 83.956, 64.526
2017-03-27 00:00:00, 2017-03-27T15:44:00.000000000, -26.123, 1023.560, 1.280, 60.151, 55.856, 84.418, 64.167
2017-03-28 00:00:00, 2017-03-28T16:15:00.000000000, -29.835, 1023.562, 1.280, 59.532, 56.885, 82.996, 65.168
2017-03-29 00:00:00, 2017-03-29T17:24:00.000000000, -33.434, 1023.549, 1.280, 59.819, 56.699, 82.618, 66.194
2017-03-30 00:00:00, 2017-03-30T17:06:00.000000000, -39.540, 1023.557, 1.279, 59.643, 56.938, 85.542, 66.175
2017-03-31 00:00:00, 2017-03-31T18:23:00.000000000, -46.129, 1023.546, 1.280, 60.161, 58.403, 88.774, 67.236
2017-04-01 00:00:00, 2017-04-01T06:35:00.000000000, -52.224, 1023.539, 1.279, 59.752, 58.258, 92.106, 69.036
2017-04-02 00:00:00, 2017-04-02T19:24:00.000000000, -58.115, 1023.527, 1.278, 60.813, 58.633, 96.259, 66.142
2017-04-03 00:00:00, 2017-04-03T08:03:00.000000000, -67.605, 1023.519, 1.278, 61.690, 62.864, 98.971, 61.243
2017-04-04 00:00:00, 2017-04-04T07:44:00.000000000, -52.342, 1023.506, 1.278, 62.434, 65.165, 95.326, 56.598
2017-04-05 00:00:00, 2017-04-05T09:10:00.000000000, -39.760, 1023.484, 1.279, 65.232, 66.857, 88.681, 53.710
2017-04-06 00:00:00, 2017-04-06T09:30:00.000000000, -30.771, 1023.465, 1.278, 66.050, 67.259, 84.889, 51.004
2017-04-07 00:00:00, 2017-04-07T20:05:00.000000000, 17.792, 1023.461, 1.279, 64.524, 64.246, 84.519, 50.336
2017-04-08 00:00:00, 2017-04-08T21:01:00.000000000, 16.293, 1023.456, 1.278, 63.950, 65.584, 82.414, 51.230
2017-04-09 00:00:00, 2017-04-09T23:50:00.000000000, 22.747, 1023.451, 1.279, 63.913, 68.680, 78.958, 51.282
2017-04-10 00:00:00, 2017-04-10T00:07:00.000000000, 24.408, 1023.437, 1.278, 62.668, 70.426, 81.827, 51.539
2017-04-11 00:00:00, 2017-04-11T12:58:00.000000000, 25.216, 1023.433, 1.278, 61.823, 70.649, 84.154, 56.449
2017-04-12 00:00:00, 2017-04-12T05:22:00.000000000, -27.173, 1023.428, 1.278, 59.682, 74.439, 83.781, 59.382
2017-04-13 00:00:00, 2017-04-13T05:47:00.000000000, -32.001, 1023.396, 1.277, 58.376, 75.630, 83.829, 58.627
2017-04-14 00:00:00, 2017-04-14T01:51:00.000000000, 32.774, 1023.398, 1.278, 60.148, 74.946, 83.575, 57.485
2017-04-15 00:00:00, 2017-04-15T07:04:00.000000000, -30.234, 1023.398, 1.279, 63.435, 73.959, 84.016, 58.513
2017-04-16 00:00:00, 2017-04-16T07:42:00.000000000, -29.553, 1023.408, 1.277, 65.740, 73.742, 84.260, 57.826
2017-04-17 00:00:00, 2017-04-17T06:40:00.000000000, -27.766, 1023.406, 1.278, 68.524, 72.907, 84.286, 58.409
2017-04-18 00:00:00, 2017-04-18T08:12:00.000000000, -38.532, 1023.396, 1.277, 70.186, 72.623, 85.551, 57.014
2017-04-19 00:00:00, 2017-04-19T08:22:00.000000000, -25.292, 1023.398, 1.279, 70.043, 71.634, 86.433, 54.405
2017-04-20 00:00:00, 2017-04-20T09:00:00.000000000, -21.519, 1023.415, 1.277, 68.330, 71.658, 87.548, 49.702
2017-04-21 00:00:00, 2017-04-21T01:08:00.000000000, 16.829, 1023.412, 1.278, 67.694, 75.026, 88.427, 48.482
2017-04-22 00:00:00, 2017-04-22T11:56:00.000000000, -14.080, 1023.403, 1.279, 65.460, 72.453, 89.747, 48.081
2017-04-23 00:00:00, 2017-04-23T19:32:00.000000000, 17.421, 1023.384, 1.278, 63.462, 70.200, 89.405, 44.883
2017-04-24 00:00:00, 2017-04-24T20:37:00.000000000, 17.527, 1023.385, 1.278, 61.915, 69.813, 89.672, 44.445
2017-04-25 00:00:00, 2017-04-25T14:40:00.000000000, -20.215, 1023.369, 1.277, 60.720, 73.100, 88.485, 46.443
2017-04-26 00:00:00, 2017-04-27T00:00:00.000000000, 20.388, 1023.357, 1.276, 59.428, 74.664, 87.966, 46.687
2017-04-27 00:00:00, 2017-04-27T08:33:00.000000000, 21.397, 1023.382, 1.277, 62.019, 77.539, 86.159, 48.174
2017-04-28 00:00:00, 2017-04-28T12:51:00.000000000, 24.509, 1023.369, 1.278, 67.441, 95.799, 81.157, 46.994
2017-04-29 00:00:00, 2017-04-29T19:52:00.000000000, -29.912, 1023.351, 1.278, 70.587, 116.859, 77.373, 39.853
2017-04-30 00:00:00, 2017-04-30T23:51:00.000000000, 34.005, 1023.411, 1.280, 69.507, 109.698, 74.986, 39.642
